component_section_id	from_context_key	sequence_tag	next_context_key	transition_condition_text	push_path	is_recursive
sect_C.4.14	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.4.14	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.4.14	table_8.8-1	00081032	table_8.8-1a	Include	Y	N
sect_C.4.14	table_C.4-14	00081032	table_8.8-1	Include B .	Y	N
sect_C.4.14	table_C.4-14	00400281	table_8.8-1	Include D .	Y	N
sect_C.4.14	table_C.4-14	00401012	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.15	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.4.15	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.4.15	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.15	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.4.15	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.4.15	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.15	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.15	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.4.15	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.4.15	table_8.8-1	00400260	table_8.8-1a	Include	Y	N
sect_C.4.15	table_C.4-15	0008103F	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.15	table_C.4-15	00081052	table_10-1	Include	Y	N
sect_C.4.15	table_C.4-15	00081072	table_10-1	Include	Y	N
sect_C.4.15	table_C.4-15	00081140	table_10-11	Include	Y	N
sect_C.4.15	table_C.4-15	00400220	table_10-11	Include	Y	N
sect_C.4.15	table_C.4-15	00400260	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.15	table_C.4-15	00400440	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.4.15	table_C.4-15	00400441	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.4.17	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.4.17	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.4.17	table_8.8-1	00400320	table_8.8-1a	Include	Y	N
sect_C.4.17	table_C.4-17	00400295	table_8.8-1	Include B .	Y	N
sect_C.4.17	table_C.4-17	00400296	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.17	table_C.4-17	00400320	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.4.23	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.4.23	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.4.23	table_8.8-1	00404019	table_8.8-1a	Include	Y	N
sect_C.4.23	table_C.4.23-1	00081111	table_10-11	Include	Y	N
sect_C.4.23	table_C.4.23-1	00081199	table_10-11	Include	Y	N
sect_C.4.23	table_C.4.23-1	00404019	table_8.8-1	Include B .	Y	N
sect_C.7.1.1	table_10-18	00400036	table_10-17	Include	Y	N
sect_C.7.1.1	table_10-18	00400039	table_8.8-1	Include B for country codes.	Y	N
sect_C.7.1.1	table_10-18	0040003A	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.1.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.1.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.1.1	table_8.8-1	00400039	table_8.8-1a	Include	Y	N
sect_C.7.1.1	table_C.7-1		table_10-18	Include	N	N
sect_C.7.1.1	table_C.7-1	00081120	table_10-11	Include	Y	N
sect_C.7.1.1	table_C.7-1	00100215	table_8.8-1	Include D .	Y	N
sect_C.7.1.1	table_C.7-1	00100219	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.1.1	table_C.7-1	00100229	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.1.1	table_C.7-1	00101002	table_10-18	Include	Y	N
sect_C.7.1.1	table_C.7-1	00101100	table_10-3b	Include	Y	N
sect_C.7.1.1	table_C.7-1	00102161	table_8.8-1	Include B .	Y	N
sect_C.7.1.1	table_C.7-1	00102202	table_8.8-1	Include D .	Y	N
sect_C.7.1.1	table_C.7-1	00102293	table_8.8-1	Include D .	Y	N
sect_C.7.1.1	table_C.7-1	00102296	table_8.8-1	Include D .	Y	N
sect_C.7.1.1	table_C.7-1	00120064	table_8.8-1	Include D .	Y	N
sect_C.7.1.1	table_C.7-1	00120064	table_C.7.1.4-1	Include	Y	N
sect_C.7.1.1	table_C.7.1.4-1	00100026	table_10-18	Include	Y	N
sect_C.7.1.1	table_C.7.1.4-1	00100027	table_10-18	Include	Y	N
sect_C.7.2.1	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.7.2.1	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.7.2.1	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.2.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.2.1	table_8.8-1	00401101	table_8.8-1a	Include	Y	N
sect_C.7.2.1	table_C.7-3	00080051	table_10-17	Include	Y	N
sect_C.7.2.1	table_C.7-3	00080096	table_10-1	Include	Y	N
sect_C.7.2.1	table_C.7-3	0008009D	table_10-1	Include	Y	N
sect_C.7.2.1	table_C.7-3	00081032	table_8.8-1	Include B .	Y	N
sect_C.7.2.1	table_C.7-3	00081049	table_10-1	Include	Y	N
sect_C.7.2.1	table_C.7-3	00081062	table_10-1	Include	Y	N
sect_C.7.2.1	table_C.7-3	00081110	table_10-11	Include	Y	N
sect_C.7.2.1	table_C.7-3	00321034	table_8.8-1	Include D .	Y	N
sect_C.7.2.1	table_C.7-3	00401012	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.2.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.2.2	table_8.8-1	00081084	table_8.8-1a	Include	Y	N
sect_C.7.2.2	table_C.7-4a	00081084	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.2	table_C.7-4a	00081301	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.2	table_C.7-4a	00081302	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.2	table_C.7-4a	00081303	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.2	table_C.7-4a	00081304	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.2	table_C.7-4a	00100015	table_8.8-1	Include B .	Y	N
sect_C.7.2.2	table_C.7-4a	00100044	table_8.8-1	Include B .	Y	N
sect_C.7.2.2	table_C.7-4a	00100046	table_8.8-1	Include B .	Y	N
sect_C.7.2.2	table_C.7-4a	00101021	table_8.8-1	Include B for pediatric patients B for CT calcium scoring	Y	N
sect_C.7.2.2	table_C.7-4a	00321067	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.2.2	table_C.7-4a	00380014	table_10-17	Include	Y	N
sect_C.7.2.2	table_C.7-4a	00380064	table_10-17	Include	Y	N
sect_C.7.2.3	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.2.3	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.2.3	table_8.8-1	00120054	table_8.8-1a	Include	Y	N
sect_C.7.2.3	table_C.7-4b	00120054	table_8.8-1	Include B .	Y	N
sect_C.7.3.1	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.7.3.1	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.7.3.1	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.3.1	table_10-16	00400260	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.3.1	table_10-16	00400440	table_10-2	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.3.1	table_10-16	00400441	table_10-2	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.3.1	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.7.3.1	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.7.3.1	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.3.1	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.3.1	table_10-9	00080051	table_10-17	Include	Y	N
sect_C.7.3.1	table_10-9	00081110	table_10-11	Include	Y	N
sect_C.7.3.1	table_10-9	00321064	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.3.1	table_10-9	00400008	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.3.1	table_10-9	00400440	table_10-2	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.3.1	table_10-9	00400441	table_10-2	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.3.1	table_10-9	0040100A	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.3.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.3.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.3.1	table_8.8-1	00401101	table_8.8-1a	Include	Y	N
sect_C.7.3.1	table_C.7-5a	0008103F	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.3.1	table_C.7-5a	00081052	table_10-1	Include	Y	N
sect_C.7.3.1	table_C.7-5a	00081072	table_10-1	Include	Y	N
sect_C.7.3.1	table_C.7-5a	00081111	table_10-11	Include	Y	N
sect_C.7.3.1	table_C.7-5a	00400275	table_10-16	Include No Baseline CID is defined.	Y	N
sect_C.7.3.1	table_C.7-5a	00400275	table_10-9	Include No Baseline CID is defined.	Y	N
sect_C.7.3.1	table_C.7-5a	0040A170	table_8.8-1	Include D .	Y	N
sect_C.7.3.3	table_C.7-5c	00081111	table_10-11	Include	Y	N
sect_C.7.5.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.5.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.5.1	table_8.8-1	00081041	table_8.8-1a	Include	Y	N
sect_C.7.5.1	table_C.7-8	00081041	table_8.8-1	Include B .	Y	N
sect_C.7.5.1	table_C.7-8	0018100A	table_10.29-1	Include	Y	N
sect_C.7.6.1	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.7.6.1	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.7.6.1	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.1	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.1	table_10-7	00082218	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.6.1	table_10-7	00082220	table_10-8	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.6.1	table_10-7	00082220	table_8.8-1	Include D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.7.6.1	table_10-8	00082228	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.6.1	table_10-8	00082230	table_8.8-1	Include D .	Y	N
sect_C.7.6.1	table_10.2.1-1	00400441	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.7.6.1	table_10.2.1-1	00409220	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.7.6.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.1	table_8.8-1	004008EA	table_8.8-1a	Include	Y	N
sect_C.7.6.1	table_C.7-11b	00880200	table_C.7-11c	Include	Y	N
sect_C.7.6.1	table_C.7-9		table_10-7	Include Anatomic Region Sequence B for humans. Anatomic Region Sequence B for non-human organisms.	N	N
sect_C.7.6.1	table_C.7-9	00409096	table_C.7.6.16-12b	Include	Y	N
sect_C.7.6.1	table_C.7-9	00880200	table_C.7-11b	Include See for further explanation.	Y	N
sect_C.7.6.1	table_C.7.6.16-12b	004008EA	table_8.8-1	Include D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.7.6.1	table_C.7.6.16-12b	00409220	table_10.2.1-1	Include B . Other TIDs may be defined by the IOD or application that uses this Macro.	Y	N
sect_C.7.6.11	table_C.7-17		table_C.7-17a	Include	N	N
sect_C.7.6.12	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.12	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.12	table_8.8-1	00500010	table_8.8-1a	Include	Y	N
sect_C.7.6.12	table_C.7-18	00500010	table_8.8-1	Include B .	Y	N
sect_C.7.6.13	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.13	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.13	table_8.8-1	00180036	table_8.8-1a	Include	Y	N
sect_C.7.6.13	table_C.7-19	00180029	table_8.8-1	Include B .	Y	N
sect_C.7.6.13	table_C.7-19	00180036	table_8.8-1	Include B .	Y	N
sect_C.7.6.13	table_C.7-19	00540302	table_8.8-1	Include B .	Y	N
sect_C.7.6.14	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.7.6.14	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.7.6.14	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.14	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.14	table_10.2.1-1	00400441	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.7.6.14	table_10.2.1-1	00400555	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.7.6.14	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.14	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.14	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.7.6.14	table_C.7.6.14-1	00400555	table_10.2.1-1	Include	Y	N
sect_C.7.6.16.2.10b	table_C.7.6.16-11b	00289132	table_C.11-2b	Include	Y	N
sect_C.7.6.16.2.11	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.7.6.16.2.11	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.7.6.16.2.11	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.16.2.11	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.16.2.11	table_10.2.1-1	00400441	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.7.6.16.2.11	table_10.2.1-1	00409220	table_10-2	Include No Baseline TID is defined.	Y	N
sect_C.7.6.16.2.11	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.11	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.16.2.11	table_8.8-1	004008EA	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.11	table_C.7.6.16-12	00409096	table_C.7.6.16-12b	Include Measurement Units Code Sequence D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.7.6.16.2.11	table_C.7.6.16-12b	004008EA	table_8.8-1	Include D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.7.6.16.2.11	table_C.7.6.16-12b	00409220	table_10.2.1-1	Include B . Other TIDs may be defined by the IOD or application that uses this Macro.	Y	N
sect_C.7.6.16.2.16	table_C.7.6.16-17	00189472	table_C.7-17a	Include	Y	N
sect_C.7.6.16.2.20	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.20	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.16.2.20	table_8.8-1	00189772	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.20	table_C.7.6.16.2-21	00189772	table_8.8-1	Include D .	Y	N
sect_C.7.6.16.2.25.3	table_10-3	00209172	table_10-11	Include	Y	N
sect_C.7.6.16.2.25.3	table_C.7.6.16.2.25.3-1	00209172	table_10-3	Include	Y	N
sect_C.7.6.16.2.5	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.7.6.16.2.5	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.5	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.16.2.5	table_8.8-1	0040A170	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.5	table_C.7.6.16-6	00081140	table_10-3	Include	Y	N
sect_C.7.6.16.2.5	table_C.7.6.16-6	0040A170	table_8.8-1	Include D , or as specified in the IOD invocation of this Functional Group.	Y	N
sect_C.7.6.16.2.6	table_10-3	00082112	table_10-11	Include	Y	N
sect_C.7.6.16.2.6	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.6	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.16.2.6	table_8.8-1	00089215	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.6	table_C.7.6.16-7	00082112	table_10-3	Include	Y	N
sect_C.7.6.16.2.6	table_C.7.6.16-7	00089215	table_8.8-1	Include D .	Y	N
sect_C.7.6.16.2.6	table_C.7.6.16-7	0040A170	table_8.8-1	Include D .	Y	N
sect_C.7.6.16.2.8	table_10-5	00082218	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.6.16.2.8	table_10-5	00082220	table_10-8	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.6.16.2.8	table_10-5	00082220	table_8.8-1	Include D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.7.6.16.2.8	table_10-8	00082228	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.6.16.2.8	table_10-8	00082230	table_8.8-1	Include D .	Y	N
sect_C.7.6.16.2.8	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.8	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.16.2.8	table_8.8-1	00082218	table_8.8-1a	Include	Y	N
sect_C.7.6.16.2.8	table_C.7.6.16-9	00209071	table_10-5	Include Anatomic Region Sequence D . Anatomic Region Modifier Sequence (0008,2220) D . Primary Anatomic Structure Modifier Sequence (0008,2230) D .	Y	N
sect_C.7.6.20	table_10-15	00540410	table_8.8-1	Include B .	Y	N
sect_C.7.6.20	table_10-15	00540412	table_8.8-1	Include B .	Y	N
sect_C.7.6.20	table_10-15	00540414	table_8.8-1	Include B .	Y	N
sect_C.7.6.20	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.20	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.20	table_8.8-1	00540410	table_8.8-1a	Include	Y	N
sect_C.7.6.20	table_C.7.6.20-1		table_10-15	Include	N	N
sect_C.7.6.22	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.7.6.22	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.7.6.22	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.22	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.22	table_10-8	00082228	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.7.6.22	table_10-8	00082230	table_8.8-1	Include D .	Y	N
sect_C.7.6.22	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.22	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.22	table_8.8-1	00400518	table_8.8-1a	Include	Y	N
sect_C.7.6.22	table_C.7.6.22-1		table_C.7.6.22-2	Include	N	N
sect_C.7.6.22	table_C.7.6.22-2	00400513	table_10-17	Include	Y	N
sect_C.7.6.22	table_C.7.6.22-2	00400518	table_8.8-1	Include B .	Y	N
sect_C.7.6.22	table_C.7.6.22-2	00400562	table_10-17	Include	Y	N
sect_C.7.6.22	table_C.7.6.22-2	0040059A	table_8.8-1	Include B .	Y	N
sect_C.7.6.22	table_C.7.6.22-2	00400612	table_10-2	Include B	Y	N
sect_C.7.6.22	table_C.7.6.22-2	00400612	table_10-8	Include Original anatomic location in patient of specimen. This location may be identical to that of the parent specimen, may be further refined by modifiers depending on the sampling procedure for this specimen, or may be a distinct concept. B	Y	N
sect_C.7.6.22	table_C.7.6.22-2	00400620	table_10-2	Include D .	Y	N
sect_C.7.6.22	table_C.7.6.22-2	00500012	table_8.8-1	Include B .	Y	N
sect_C.7.6.23	table_C.7.6.23-1	00281401	table_C.11-2b	Include	Y	N
sect_C.7.6.3	table_C.7-11a		table_C.7-11c	Include Required if the IOD is not being transferred in a STOW-RS Request and is not encoded as metadata and compressed bulk pixel data. May be present otherwise. See . When the IOD is encoded as metadata in a STOW-RS Request and the bulk pixel data is compressed, the STOW-RS origin server is required to be able to derive appropriate Values for the Attributes from the compressed bit stream.	N	N
sect_C.7.6.30	table_10-15a	00540410	table_8.8-1	Include B .	Y	N
sect_C.7.6.30	table_10-15a	00540412	table_8.8-1	Include B .	Y	N
sect_C.7.6.30	table_10-15a	30100030	table_8.8-1	Include B .	Y	N
sect_C.7.6.30	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.30	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.30	table_8.8-1	00540410	table_8.8-1a	Include	Y	N
sect_C.7.6.30	table_C.7.6.30-1		table_10-15a	Include	N	N
sect_C.7.6.4	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.4	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.4	table_8.8-1	00180012	table_8.8-1a	Include	Y	N
sect_C.7.6.4	table_C.7-12	00180012	table_8.8-1	Include B .	Y	N
sect_C.7.6.4	table_C.7-12	00180014	table_8.8-1	Include B .	Y	N
sect_C.7.6.4	table_C.7-12	0018002A	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.7.6.4b	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.4b	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.4b	table_8.8-1	00180012	table_8.8-1a	Include	Y	N
sect_C.7.6.4b	table_C.7-12b	00180012	table_8.8-1	Include B .	Y	N
sect_C.7.6.4b	table_C.7-12b	00180014	table_8.8-1	Include B .	Y	N
sect_C.7.6.4b	table_C.7-12b	00189338	table_8.8-1	Include B .	Y	N
sect_C.7.6.5	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.7.6.5	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.7.6.5	table_8.8-1	003A0208	table_8.8-1a	Include	Y	N
sect_C.7.6.5	table_C.7-13	003A0208	table_8.8-1	Include D .	Y	N
sect_C.7.9	table_C.7-22		table_C.7-22a	Include	N	N
sect_C.8.1.2	table_10-7	00082218	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.1.2	table_10-7	00082220	table_10-8	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.1.2	table_10-7	00082220	table_8.8-1	Include D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.8.1.2	table_10-8	00082228	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.1.2	table_10-8	00082230	table_8.8-1	Include D .	Y	N
sect_C.8.1.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.8.1.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.8.1.2	table_8.8-1	00082218	table_8.8-1a	Include	Y	N
sect_C.8.1.2	table_C.8-2		table_10-10	Include	N	N
sect_C.8.1.2	table_C.8-2		table_10-23	Include	N	N
sect_C.8.1.2	table_C.8-2		table_10-7	Include Anatomic Region Sequence D for humans, and for non-human organisms.	N	N
sect_C.8.11.1	table_C.8-68	00081111	table_10-11	Include	Y	N
sect_C.8.11.10	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.8.11.10	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.8.11.10	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.8.11.10	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.8.11.10	table_10-9	00080051	table_10-17	Include	Y	N
sect_C.8.11.10	table_10-9	00081110	table_10-11	Include	Y	N
sect_C.8.11.10	table_10-9	00321064	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.8.11.10	table_10-9	00400008	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.11.10	table_10-9	00400440	table_10-2	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.11.10	table_10-9	00400441	table_10-2	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.11.10	table_10-9	0040100A	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.11.10	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.8.11.10	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.8.11.10	table_8.8-1	00321064	table_8.8-1a	Include	Y	N
sect_C.8.11.10	table_C.8-76b	00081111	table_10-11	Include	Y	N
sect_C.8.11.10	table_C.8-76b	00400275	table_10-9	Include Reason for Requested Procedure Code Sequence (0040,100A) B and B. No Baseline CIDs are defined for other Attributes. For example, Requested Procedure Code Sequence (0040,100A) may be used to convey whether the images in the Series were taken for screening or diagnostic purposes.	Y	N
sect_C.8.11.2	table_10-6	00082218	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.11.2	table_10-6	00082220	table_10-8	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.11.2	table_10-6	00082220	table_8.8-1	Include D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.8.11.2	table_10-8	00082228	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.8.11.2	table_10-8	00082230	table_8.8-1	Include D .	Y	N
sect_C.8.11.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.8.11.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.8.11.2	table_8.8-1	00082218	table_8.8-1a	Include	Y	N
sect_C.8.11.2	table_C.8-69		table_10-6	Include Anatomic Region Sequence D for humans, and for non-human organisms. This is the anatomic region that is placed on the table or bucky for examination. It is strongly recommended that Anatomic Region Sequence (0008,2218) be present with a Value, in order to ensure that images may be positioned correctly relative to one another for display.	N	N
sect_C.8.11.4	table_C.8-71		table_10-10	Include	N	N
sect_C.8.11.4	table_C.8-71		table_C.8-71b	Include	N	N
sect_C.8.11.4	table_C.8-71b		table_10-23	Include	N	N
sect_C.8.11.5	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.8.11.5	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.8.11.5	table_8.8-1	00185104	table_8.8-1a	Include	Y	N
sect_C.8.11.5	table_C.8-72	00185104	table_8.8-1	Include . B .	Y	N
sect_C.8.11.5	table_C.8-72	00540220	table_8.8-1	Include . B .	Y	N
sect_C.8.11.5	table_C.8-72	00540222	table_8.8-1	Include B .	Y	N
sect_C.8.11.5	table_C.8-72	00540410	table_8.8-1	Include . B .	Y	N
sect_C.8.11.5	table_C.8-72	00540412	table_8.8-1	Include B .	Y	N
sect_C.8.11.5	table_C.8-72	00540414	table_8.8-1	Include . B .	Y	N
sect_C.8.11.6	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.8.11.6	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.8.11.6	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
